"Name"	"TissueType"	"OncoTree1"	"OncoTree2"	"OncoTree3"	"OncoTree4"	"ccl_name"	"master_ccl_id"	"ccle_primary_site"	"ccle_primary_hist"	"ccle_hist_subtype_1"	"growth_mode"	"culture_media"	"media_composition"	"snp_fp_status"	"NAPY"	"TNBC"
"NCI-H1869"	"lung: squamous_cell_carcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	"Lung Squamous Cell Carcinoma (LUSC)"	NA	"NCIH1869"	"155456"	"lung"	"carcinoma"	"squamous_cell_carcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"NCI-H1915"	"lung: large_cell_carcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	NA	NA	"NCIH1915"	"155463"	"lung"	"carcinoma"	"large_cell_carcinoma"	"adherent"	"RPMI011"	"\"RPMI, 10% FBS, 10 mM HEPES, 1 mM sodium pyruvate, 4.5 g/L glucose, 1.5 g/l sodium bicarbonate\""	"SNP-matched-reference"	NA	NA
"NCI-H1944"	"lung: non_small_cell_carcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	NA	NA	"NCIH1944"	"155467"	"lung"	"carcinoma"	"non_small_cell_carcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"NCI-H196"	"lung: small_cell_carcinoma"	"Lung"	"Small Cell Lung Cancer (SCLC)"	NA	NA	"NCIH196"	"155294"	"lung"	"carcinoma"	"small_cell_carcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	"YAP1"	NA
"NCI-H1975"	"lung: non_small_cell_carcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	"Lung Adenocarcinoma (LUAD)"	NA	"NCIH1975"	"127985"	"lung"	"carcinoma"	"non_small_cell_carcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"NCI-H2009"	"lung: adenocarcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	"Lung Adenocarcinoma (LUAD)"	NA	"NCIH2009"	"155476"	"lung"	"carcinoma"	"adenocarcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"NCI-H2023"	"lung: adenocarcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	"Lung Adenocarcinoma (LUAD)"	NA	"NCIH2023"	"155477"	"lung"	"carcinoma"	"adenocarcinoma"	"adherent"	"DMEMF12002"	"\"DMEM:F12 (1:1), 5% FBS, 0.005 mg/mL insulin, 0.01 mg/mL transferrin, 30 nM sodium selenite, 10 nM hydrocortisone, 10 nM beta estradiol, 10 mM HEPES, 2 mM L-glutamine\""	"SNP-matched-reference"	NA	NA
"NCI-H2029"	"lung: small_cell_carcinoma"	"Lung"	"Small Cell Lung Cancer (SCLC)"	NA	NA	"NCIH2029"	"155479"	"lung"	"carcinoma"	"small_cell_carcinoma"	"adherent"	"DMEMF12002"	"\"DMEM:F12 (1:1), 5% FBS, 0.005 mg/mL insulin, 0.01 mg/mL transferrin, 30 nM sodium selenite, 10 nM hydrocortisone, 10 nM beta estradiol, 10 mM HEPES, 2 mM L-glutamine\""	"SNP-matched-reference"	"ASCL1"	NA
"NCI-H2030"	"lung: non_small_cell_carcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	"Lung Adenocarcinoma (LUAD)"	NA	"NCIH2030"	"155480"	"lung"	"carcinoma"	"non_small_cell_carcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"NCI-H2081"	"lung: small_cell_carcinoma"	"Lung"	"Small Cell Lung Cancer (SCLC)"	NA	NA	"NCIH2081"	"155487"	"lung"	"carcinoma"	"small_cell_carcinoma"	"suspension"	"DMEMF12002"	"\"DMEM:F12 (1:1), 5% FBS, 0.005 mg/mL insulin, 0.01 mg/mL transferrin, 30 nM sodium selenite, 10 nM hydrocortisone, 10 nM beta estradiol, 10 mM HEPES, 2 mM L-glutamine\""	"SNP-matched-reference"	"ASCL1"	NA
"NCI-H2085"	"lung: adenocarcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	"Lung Adenocarcinoma (LUAD)"	NA	"NCIH2085"	"155488"	"lung"	"carcinoma"	"adenocarcinoma"	"adherent"	"RPMI005"	"\"RPMI, 5% FBS\""	"SNP-matched-reference"	NA	NA
"NCI-H2087"	"lung: adenocarcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	"Lung Adenocarcinoma (LUAD)"	NA	"NCIH2087"	"127988"	"lung"	"carcinoma"	"adenocarcinoma"	"adherent"	"RPMI005"	"\"RPMI, 5% FBS\""	"SNP-matched-reference"	NA	NA
"NCI-H209"	"lung: small_cell_carcinoma"	"Lung"	"Small Cell Lung Cancer (SCLC)"	NA	NA	"NCIH209"	"127989"	"lung"	"carcinoma"	"small_cell_carcinoma"	"suspension"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-not-tested"	"ASCL1"	NA
"NCI-H2106"	"lung: non_small_cell_carcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	NA	NA	"NCIH2106"	"155491"	"lung"	"carcinoma"	"non_small_cell_carcinoma"	"suspension"	"DMEMF12003"	"\"DMEM:F12 (1:1), 10% FBS\""	"SNP-matched-reference"	NA	NA
"NCI-H211"	"lung: small_cell_carcinoma"	"Lung"	"Small Cell Lung Cancer (SCLC)"	NA	NA	"NCIH211"	"155295"	"lung"	"carcinoma"	"small_cell_carcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-not-tested"	"POU2F3"	NA
"NCI-H2110"	"lung: non_small_cell_carcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	NA	NA	"NCIH2110"	"155493"	"lung"	"carcinoma"	"non_small_cell_carcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"NCI-H2122"	"lung: adenocarcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	"Lung Adenocarcinoma (LUAD)"	NA	"NCIH2122"	"127990"	"lung"	"carcinoma"	"adenocarcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"NCI-H2126"	"lung: adenocarcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	"Lung Adenocarcinoma (LUAD)"	NA	"NCIH2126"	"155494"	"lung"	"carcinoma"	"adenocarcinoma"	"adherent"	"DMEMF12002"	"\"DMEM:F12 (1:1), 5% FBS, 0.005 mg/mL insulin, 0.01 mg/mL transferrin, 30 nM sodium selenite, 10 nM hydrocortisone, 10 nM beta estradiol, 10 mM HEPES, 2 mM L-glutamine\""	"SNP-matched-reference"	NA	NA
"NCI-H2141"	"lung: small_cell_carcinoma"	"Lung"	"Small Cell Lung Cancer (SCLC)"	NA	NA	"NCIH2141"	"155496"	"lung"	"carcinoma"	"small_cell_carcinoma"	"suspension"	"DMEMF12002"	"\"DMEM:F12 (1:1), 5% FBS, 0.005 mg/mL insulin, 0.01 mg/mL transferrin, 30 nM sodium selenite, 10 nM hydrocortisone, 10 nM beta estradiol, 10 mM HEPES, 2 mM L-glutamine\""	"SNP-matched-reference"	"ASCL1"	NA
"NCI-H2170"	"lung: squamous_cell_carcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	"Lung Squamous Cell Carcinoma (LUSC)"	NA	"NCIH2170"	"155498"	"lung"	"carcinoma"	"squamous_cell_carcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"NCI-H2171"	"lung: small_cell_carcinoma"	"Lung"	"Small Cell Lung Cancer (SCLC)"	NA	NA	"NCIH2171"	"155499"	"lung"	"carcinoma"	"small_cell_carcinoma"	"suspension"	"DMEMF12002"	"\"DMEM:F12 (1:1), 5% FBS, 0.005 mg/mL insulin, 0.01 mg/mL transferrin, 30 nM sodium selenite, 10 nM hydrocortisone, 10 nM beta estradiol, 10 mM HEPES, 2 mM L-glutamine\""	"SNP-matched-reference"	"NEUROD1"	NA
"NCI-H2172"	"lung: non_small_cell_carcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	NA	NA	"NCIH2172"	"155500"	"lung"	"carcinoma"	"non_small_cell_carcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"NCI-H2196"	"lung: small_cell_carcinoma"	"Lung"	"Small Cell Lung Cancer (SCLC)"	NA	NA	"NCIH2196"	"155502"	"lung"	"carcinoma"	"small_cell_carcinoma"	"adherent"	"DMEMF12002"	"\"DMEM:F12 (1:1), 5% FBS, 0.005 mg/mL insulin, 0.01 mg/mL transferrin, 30 nM sodium selenite, 10 nM hydrocortisone, 10 nM beta estradiol, 10 mM HEPES, 2 mM L-glutamine\""	"SNP-matched-reference"	"ASCL1"	NA
"NCI-H2228"	"lung: adenocarcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	"Lung Adenocarcinoma (LUAD)"	NA	"NCIH2228"	"155505"	"lung"	"carcinoma"	"adenocarcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-not-tested"	NA	NA
"NCI-H226"	"lung: squamous_cell_carcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	"Lung Squamous Cell Carcinoma (LUSC)"	NA	"NCIH226"	"155297"	"lung"	"carcinoma"	"squamous_cell_carcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"NCI-H2286"	"lung: small_cell_carcinoma"	"Lung"	"Small Cell Lung Cancer (SCLC)"	NA	NA	"NCIH2286"	"155510"	"lung"	"carcinoma"	"small_cell_carcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	"YAP1"	NA
"NCI-H2291"	"lung: adenocarcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	"Lung Adenocarcinoma (LUAD)"	NA	"NCIH2291"	"155511"	"lung"	"carcinoma"	"adenocarcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"NCI-H23"	"lung: non_small_cell_carcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	NA	NA	"NCIH23"	"127991"	"lung"	"carcinoma"	"non_small_cell_carcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"NCI-H2342"	"lung: adenocarcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	"Lung Adenocarcinoma (LUAD)"	NA	"NCIH2342"	"155513"	"lung"	"carcinoma"	"adenocarcinoma"	"adherent"	"RPMI004"	"\"RPMI, 5% FBS, 0.005 mg/mL insulin, 0.01 mg/mL transferrin, 30 nM sodium selenite, 10 nM hydrocortisone, 10 nM beta estradiol, 10 mM HEPES, 2 mM L-glutamine\""	"SNP-matched-reference"	NA	NA
"NCI-H2405"	"lung: adenocarcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	"Lung Adenocarcinoma (LUAD)"	NA	"NCIH2405"	"155518"	"lung"	"carcinoma"	"adenocarcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"NCI-H2444"	"lung: non_small_cell_carcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	NA	NA	"NCIH2444"	"155519"	"lung"	"carcinoma"	"non_small_cell_carcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"NCI-H292"	"lung: mucoepidermoid_carcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	"Lung Adenocarcinoma (LUAD)"	NA	"NCIH292"	"290"	"lung"	"carcinoma"	"mucoepidermoid_carcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"NCI-H322"	"lung: adenocarcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	"Lung Adenocarcinoma (LUAD)"	NA	"NCIH322"	"155305"	"lung"	"carcinoma"	"adenocarcinoma"	"adherent"	"RPMI007"	"\"RPMI, 10% FBS, 2 mM glutamine\""	"SNP-matched-reference"	NA	NA
"NCI-H358"	"lung: bronchioloalveolar_adenocarcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	"Lung Adenocarcinoma (LUAD)"	NA	"NCIH358"	"127997"	"lung"	"carcinoma"	"bronchioloalveolar_adenocarcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"NCI-H441"	"lung: adenocarcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	"Lung Adenocarcinoma (LUAD)"	NA	"NCIH441"	"127999"	"lung"	"carcinoma"	"adenocarcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-not-tested"	NA	NA
"NCI-H446"	"lung: small_cell_carcinoma"	"Lung"	"Small Cell Lung Cancer (SCLC)"	NA	NA	"NCIH446"	"128000"	"lung"	"carcinoma"	"small_cell_carcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	"NEUROD1"	NA
"NCI-H460"	"lung: large_cell_carcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	"Large Cell Lung Carcinoma (LCLC)"	NA	"NCIH460"	"128001"	"lung"	"carcinoma"	"large_cell_carcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"NCI-H510"	"lung: small_cell_carcinoma"	"Lung"	"Small Cell Lung Cancer (SCLC)"	NA	NA	"NCIH510"	"155322"	"lung"	"carcinoma"	"small_cell_carcinoma"	"suspension"	"F12K001"	"\"F12K, 10% FBS\""	"SNP-matched-reference"	"ASCL1"	NA
"NCI-H520"	"lung: squamous_cell_carcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	"Lung Squamous Cell Carcinoma (LUSC)"	NA	"NCIH520"	"155324"	"lung"	"carcinoma"	"squamous_cell_carcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"NCI-H522"	"lung: non_small_cell_carcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	NA	NA	"NCIH522"	"155325"	"lung"	"carcinoma"	"non_small_cell_carcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"NCI-H524"	"lung: small_cell_carcinoma"	"Lung"	"Small Cell Lung Cancer (SCLC)"	NA	NA	"NCIH524"	"155326"	"lung"	"carcinoma"	"small_cell_carcinoma"	"suspension"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	"NEUROD1"	NA
"NCI-H526"	"lung: small_cell_carcinoma"	"Lung"	"Small Cell Lung Cancer (SCLC)"	NA	NA	"NCIH526"	"155327"	"lung"	"carcinoma"	"small_cell_carcinoma"	"suspension"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	"POU2F3"	NA
"NCI-H647"	"lung: mixed_adenosquamous_carcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	NA	NA	"NCIH647"	"155339"	"lung"	"carcinoma"	"mixed_adenosquamous_carcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"NCI-H650"	"lung: bronchioloalveolar_adenocarcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	"Lung Adenocarcinoma (LUAD)"	NA	"NCIH650"	"155340"	"lung"	"carcinoma"	"bronchioloalveolar_adenocarcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"NCI-H661"	"lung: large_cell_carcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	NA	NA	"NCIH661"	"128005"	"lung"	"carcinoma"	"large_cell_carcinoma"	"adherent"	"RPMI005"	"\"RPMI, 5% FBS\""	"SNP-matched-reference"	NA	NA
"NCI-H69"	"lung: small_cell_carcinoma"	"Lung"	"Small Cell Lung Cancer (SCLC)"	NA	NA	"NCIH69"	"128006"	"lung"	"carcinoma"	"small_cell_carcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	"ASCL1"	NA
"NCI-H727"	"lung: carcinoid-endocrine_tumour"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	"Lung Carcinoid (LUCA)"	NA	"NCIH727"	"155352"	"lung"	"carcinoid_endocrine_tumor"	NA	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"NCI-H810"	"lung: large_cell_carcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	NA	NA	"NCIH810"	"155362"	"lung"	"carcinoma"	"large_cell_carcinoma"	"adherent"	"DMEMF12002"	"\"DMEM:F12 (1:1), 5% FBS, 0.005 mg/mL insulin, 0.01 mg/mL transferrin, 30 nM sodium selenite, 10 nM hydrocortisone, 10 nM beta estradiol, 10 mM HEPES, 2 mM L-glutamine\""	"SNP-matched-reference"	NA	NA
"NCI-H838"	"lung: non_small_cell_carcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	NA	NA	"NCIH838"	"155365"	"lung"	"carcinoma"	"non_small_cell_carcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"NCI-H841"	"lung: small_cell_carcinoma"	"Lung"	"Small Cell Lung Cancer (SCLC)"	NA	NA	"NCIH841"	"155366"	"lung"	"carcinoma"	"small_cell_carcinoma"	"adherent"	"DMEMF12002"	"\"DMEM:F12 (1:1), 5% FBS, 0.005 mg/mL insulin, 0.01 mg/mL transferrin, 30 nM sodium selenite, 10 nM hydrocortisone, 10 nM beta estradiol, 10 mM HEPES, 2 mM L-glutamine\""	"SNP-matched-reference"	"YAP1"	NA
"NCI-H889"	"lung: small_cell_carcinoma"	"Lung"	"Small Cell Lung Cancer (SCLC)"	NA	NA	"NCIH889"	"155371"	"lung"	"carcinoma"	"small_cell_carcinoma"	"suspension"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	"ASCL1"	NA
"PC-14"	"lung: non_small_cell_carcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	"Lung Adenocarcinoma (LUAD)"	NA	"PC14"	"931"	"lung"	"carcinoma"	"non_small_cell_carcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"RERF-LC-Ad1"	"lung: adenocarcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	"Lung Adenocarcinoma (LUAD)"	NA	"RERFLCAD1"	"967"	"lung"	"carcinoma"	"adenocarcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-not-tested"	NA	NA
"RERF-LC-Ad2"	"lung: adenocarcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	"Lung Adenocarcinoma (LUAD)"	NA	"RERFLCAD2"	"968"	"lung"	"carcinoma"	"adenocarcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"RERF-LC-AI"	"lung: squamous_cell_carcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	"Lung Squamous Cell Carcinoma (LUSC)"	NA	"RERFLCAI"	"969"	"lung"	"carcinoma"	"squamous_cell_carcinoma"	"adherent"	"EMEM001"	"\"EMEM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"RERF-LC-MS"	"lung: non_small_cell_carcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	"Lung Adenocarcinoma (LUAD)"	NA	"RERFLCMS"	"971"	"lung"	"carcinoma"	"non_small_cell_carcinoma"	"adherent"	"EMEM001"	"\"EMEM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"SBC-5"	"lung: small_cell_carcinoma"	"Lung"	"Small Cell Lung Cancer (SCLC)"	NA	NA	"SBC5"	"1005"	"lung"	"carcinoma"	"small_cell_carcinoma"	"adherent"	"EMEM001"	"\"EMEM, 10% FBS\""	"SNP-not-tested"	"YAP1"	NA
"SCLC-21H"	"lung: small_cell_carcinoma"	"Lung"	"Small Cell Lung Cancer (SCLC)"	NA	NA	"SCLC21H"	"1011"	"lung"	"carcinoma"	"small_cell_carcinoma"	"suspension"	"DMEM001"	"\"DMEM, 10% FBS\""	"SNP-matched-reference"	"NEUROD1"	NA
"SHP-77"	"lung: small_cell_carcinoma"	"Lung"	"Small Cell Lung Cancer (SCLC)"	NA	NA	"SHP77"	"1026"	"lung"	"carcinoma"	"small_cell_carcinoma"	"mixed"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	"ASCL1"	NA
"SK-LU-1"	"lung: adenocarcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	"Lung Adenocarcinoma (LUAD)"	NA	"SKLU1"	"1038"	"lung"	"carcinoma"	"adenocarcinoma"	"adherent"	"MEM001"	"\"MEM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"SK-MES-1"	"lung: squamous_cell_carcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	"Lung Squamous Cell Carcinoma (LUSC)"	NA	"SKMES1"	"1048"	"lung"	"carcinoma"	"squamous_cell_carcinoma"	"adherent"	"DMEM001"	"\"DMEM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"Sq-1"	"lung: squamous_cell_carcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	"Lung Squamous Cell Carcinoma (LUSC)"	NA	"SQ1"	"1135"	"lung"	"carcinoma"	"squamous_cell_carcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-not-tested"	NA	NA
"SW 1271"	"lung: small_cell_carcinoma"	"Lung"	"Small Cell Lung Cancer (SCLC)"	NA	NA	"SW1271"	"1153"	"lung"	"carcinoma"	"small_cell_carcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	"YAP1"	NA
"SW 1573"	"lung: squamous_cell_carcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	"Lung Squamous Cell Carcinoma (LUSC)"	NA	"SW1573"	"1157"	"lung"	"carcinoma"	"squamous_cell_carcinoma"	"adherent"	"L15001"	"\"L15, 10% FBS\""	"SNP-matched-reference"	NA	NA
"T3M-10"	"lung: large_cell_carcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	NA	NA	"T3M10"	"1173"	"lung"	"carcinoma"	"large_cell_carcinoma"	"adherent"	"HAMSF12001"	"\"HamsF12, 10% FBS\""	"SNP-matched-reference"	NA	NA
"VMRC-LCD"	"lung: adenocarcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	"Lung Adenocarcinoma (LUAD)"	NA	"VMRCLCD"	"1251"	"lung"	"carcinoma"	"adenocarcinoma"	"adherent"	"MEM001"	"\"MEM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"COLO-680N"	"oesophagus: squamous_cell_carcinoma"	"Esophagus_Stomach"	"Esophageal Squamous Cell Carcinoma (ESCC)"	NA	NA	"COLO680N"	"162"	"oesophagus"	"carcinoma"	"squamous_cell_carcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"EC-GI-10"	"oesophagus: carcinoma"	"Esophagus_Stomach"	NA	NA	NA	"ECGI10"	"233"	"oesophagus"	"carcinoma"	NA	"adherent"	"HAMSF12001"	"\"HamsF12, 10% FBS\""	"SNP-matched-reference"	NA	NA
"KYSE-140"	"oesophagus: squamous_cell_carcinoma"	"Esophagus_Stomach"	"Esophageal Squamous Cell Carcinoma (ESCC)"	NA	NA	"KYSE140"	"580"	"oesophagus"	"carcinoma"	"squamous_cell_carcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"KYSE-150"	"oesophagus: squamous_cell_carcinoma"	"Esophagus_Stomach"	"Esophageal Squamous Cell Carcinoma (ESCC)"	NA	NA	"KYSE150"	"581"	"oesophagus"	"carcinoma"	"squamous_cell_carcinoma"	"adherent"	"RPMIF12001"	"\"RPMI:F12 (1:1), 10% FBS\""	"SNP-matched-reference"	NA	NA
"KYSE-180"	"oesophagus: squamous_cell_carcinoma"	"Esophagus_Stomach"	"Esophageal Squamous Cell Carcinoma (ESCC)"	NA	NA	"KYSE180"	"582"	"oesophagus"	"carcinoma"	"squamous_cell_carcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"KYSE-30"	"oesophagus: squamous_cell_carcinoma"	"Esophagus_Stomach"	"Esophageal Squamous Cell Carcinoma (ESCC)"	NA	NA	"KYSE30"	"584"	"oesophagus"	"carcinoma"	"squamous_cell_carcinoma"	"adherent"	"RPMIF12001"	"\"RPMI:F12 (1:1), 10% FBS\""	"SNP-matched-reference"	NA	NA
"KYSE-410"	"oesophagus: squamous_cell_carcinoma"	"Esophagus_Stomach"	"Esophageal Squamous Cell Carcinoma (ESCC)"	NA	NA	"KYSE410"	"585"	"oesophagus"	"carcinoma"	"squamous_cell_carcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"KYSE-450"	"oesophagus: squamous_cell_carcinoma"	"Esophagus_Stomach"	"Esophageal Squamous Cell Carcinoma (ESCC)"	NA	NA	"KYSE450"	"586"	"oesophagus"	"carcinoma"	"squamous_cell_carcinoma"	"adherent"	"RPMIF12001"	"\"RPMI:F12 (1:1), 10% FBS\""	"SNP-matched-reference"	NA	NA
"KYSE-510"	"oesophagus: squamous_cell_carcinoma"	"Esophagus_Stomach"	"Esophageal Squamous Cell Carcinoma (ESCC)"	NA	NA	"KYSE510"	"587"	"oesophagus"	"carcinoma"	"squamous_cell_carcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"KYSE-520"	"oesophagus: squamous_cell_carcinoma"	"Esophagus_Stomach"	"Esophageal Squamous Cell Carcinoma (ESCC)"	NA	NA	"KYSE520"	"588"	"oesophagus"	"carcinoma"	"squamous_cell_carcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"KYSE-70"	"oesophagus: squamous_cell_carcinoma"	"Esophagus_Stomach"	"Esophageal Squamous Cell Carcinoma (ESCC)"	NA	NA	"KYSE70"	"589"	"oesophagus"	"carcinoma"	"squamous_cell_carcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"OE19"	"oesophagus: adenocarcinoma"	"Esophagus_Stomach"	"Esophagogastric Adenocarcinoma (EGC)"	NA	NA	"OE19"	"894"	"oesophagus"	"carcinoma"	"adenocarcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"OE33"	"oesophagus: metaplasia"	"Esophagus_Stomach"	NA	NA	NA	"OE33"	"896"	"oesophagus"	NA	"metaplasia"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
